input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
2d22e015-a816-4d99-9b82-d72c1a4f6a29,https://www.google.com/maps/place/Los+Mellizos+Soho+M%C3%A1laga/data=!4m7!3m6!1s0xd72f7b9280f1fcd:0xc8c27f2bdb7564db!8m2!3d36.7155191!4d-4.4226852!16s%2Fg%2F11h91cc63m!19sChIJzR8PKLn3cg0R22R12yt_wsg?authuser=0&hl=es&rclk=1,Los Mellizos Soho Málaga,Marisquería,"C. Tomás Heredia, 21, Distrito Centro, 29001 Málaga","{""jueves"":[""13:00–23:00""]}",{},http://www.losmellizos.net/,951 56 36 24,PH8G+6W Málaga,0,4.100000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",36.715519,-4.422685,14466264779409679579,,,,https://lh3.googleusercontent.com/p/AF1QipOm2-29_TCuTx6ZamXEm1xC8vuMxmlJphmff-Wj=w408-h271-k-no,Europe/Madrid,,0xd72f7b9280f1fcd:0xc8c27f2bdb7564db,ChIJzR8PKLn3cg0R22R12yt_wsg,[],"[{""link"":""https://www.google.com/maps/reserve/v/dine/c/UlfYTOE-CxM?source=pa\u0026opi=79508299"",""source"":""google.com""}]",null,"{""link"":"""",""source"":""""}","{""id"":""106171361714590207150"",""name"":""Los Mellizos Soho Málaga (propietario)"",""link"":""https://www.google.com/maps/contrib/106171361714590207150""}","{""borough"":""Distrito Centro"",""street"":""C. Tomás Heredia, 21"",""city"":""Málaga"",""postal_code"":""29001"",""state"":""Málaga"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":true},{""name"":""Aseo adaptado para sillas de ruedas"",""enabled"":true},{""name"":""Asientos adaptados sillas de ruedas"",""enabled"":true},{""name"":""Aparcamiento adaptado para sillas de ruedas"",""enabled"":false}]}]",[],null,
2d22e015-a816-4d99-9b82-d72c1a4f6a29,https://www.google.com/maps/place/Los+Mellizos+M%C3%A1laga/data=!4m7!3m6!1s0xd72f794542ad863:0xd998815173f6f861!8m2!3d36.7188768!4d-4.4210022!16s%2Fg%2F1pp2tygw6!19sChIJY9gqVJT3cg0RYfj2c1GBmNk?authuser=0&hl=es&rclk=1,Los Mellizos Málaga,Restaurante mediterráneo,"C. Sancha de Lara, 7, Distrito Centro, 29015 Málaga","{""jueves"":[""13:00–17:30"",""19:00–23:15""]}",{},http://www.losmellizos.net/,952 22 03 15,PH9H+HH Málaga,0,4.200000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",36.718877,-4.421002,15679424289528281185,,Amplio y fino local especializado en pescaíto frito y mariscos con barra moderna y salón decorado con piedra.,,https://lh3.googleusercontent.com/p/AF1QipOjMNr06twqm_FlIJS0QtrcTaA8J_xYQvEJxHzj=w408-h281-k-no,Europe/Madrid,,0xd72f794542ad863:0xd998815173f6f861,ChIJY9gqVJT3cg0RYfj2c1GBmNk,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""109709479390890355030"",""name"":""Los Mellizos Málaga (propietario)"",""link"":""https://www.google.com/maps/contrib/109709479390890355030""}","{""borough"":""Distrito Centro"",""street"":""C. Sancha de Lara, 7"",""city"":""Málaga"",""postal_code"":""29015"",""state"":""Málaga"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":true},{""name"":""Aseo adaptado para sillas de ruedas"",""enabled"":true},{""name"":""Asientos adaptados sillas de ruedas"",""enabled"":true},{""name"":""Aparcamiento adaptado para sillas de ruedas"",""enabled"":false}]}]",[],null,
